exp;success;longest_path;time
pyramid_range3_3d_agents2_11;1;27;0.02
pyramid_range3_3d_agents2_3;1;19;0.02
pyramid_range3_3d_agents2_6;1;13;0.03
pyramid_range3_3d_agents2_1;1;20;0.02
pyramid_range3_3d_agents2_12;1;9;0.02
pyramid_range3_3d_agents2_10;1;7;0.02
pyramid_range3_3d_agents2_4;1;20;0.02
pyramid_range3_3d_agents2_16;1;16;0.02
pyramid_range3_3d_agents2_18;1;26;0.02
pyramid_range3_3d_agents2_8;1;16;0.01
pyramid_range3_3d_agents2_19;1;15;0.02
pyramid_range3_3d_agents2_9;1;31;0.02
pyramid_range3_3d_agents2_13;1;31;0.02
pyramid_range3_3d_agents2_14;1;10;0.02
pyramid_range3_3d_agents2_5;1;8;0.02
pyramid_range3_3d_agents2_7;1;41;0.02
pyramid_range3_3d_agents2_2;1;12;0.02
pyramid_range3_3d_agents2_0;1;31;0.02
pyramid_range3_3d_agents2_17;1;21;0.02
pyramid_range3_3d_agents2_15;1;10;0.02
