exp;success;longest_path;time
pyramid_range3_3d_agents5_11;1;9;0.02
pyramid_range3_3d_agents5_3;1;8;0.03
pyramid_range3_3d_agents5_8;1;14;0.03
pyramid_range3_3d_agents5_0;1;12;0.02
pyramid_range3_3d_agents5_15;1;23;0.2
pyramid_range3_3d_agents5_6;1;18;0.02
pyramid_range3_3d_agents5_7;1;25;0.02
pyramid_range3_3d_agents5_18;1;11;0.02
pyramid_range3_3d_agents5_14;1;11;0.02
pyramid_range3_3d_agents5_5;1;30;0.02
pyramid_range3_3d_agents5_17;1;22;0.02
pyramid_range3_3d_agents5_19;1;28;0.02
pyramid_range3_3d_agents5_16;1;62;2.29
pyramid_range3_3d_agents5_13;1;27;0.02
pyramid_range3_3d_agents5_9;1;17;0.03
pyramid_range3_3d_agents5_1;1;26;0.02
pyramid_range3_3d_agents5_4;1;8;0.02
pyramid_range3_3d_agents5_2;1;33;0.02
pyramid_range3_3d_agents5_12;1;18;0.02
pyramid_range3_3d_agents5_10;1;50;8.7
