exp;success;longest_path;time
small_obstacles_range3_3d_agents10_1;1;123;0.69
small_obstacles_range3_3d_agents10_19;1;78;0.63
small_obstacles_range3_3d_agents10_10;1;176;0.63
small_obstacles_range3_3d_agents10_16;1;75;0.53
small_obstacles_range3_3d_agents10_0;1;311;0.84
small_obstacles_range3_3d_agents10_15;1;138;0.8
small_obstacles_range3_3d_agents10_14;1;53;0.46
small_obstacles_range3_3d_agents10_3;1;46;0.49
small_obstacles_range3_3d_agents10_8;1;168;0.68
small_obstacles_range3_3d_agents10_11;1;110;0.54
small_obstacles_range3_3d_agents10_18;1;314;1.11
small_obstacles_range3_3d_agents10_17;1;70;0.51
small_obstacles_range3_3d_agents10_5;1;160;0.78
small_obstacles_range3_3d_agents10_9;1;261;0.98
small_obstacles_range3_3d_agents10_12;1;373;1.22
small_obstacles_range3_3d_agents10_4;1;190;0.63
small_obstacles_range3_3d_agents10_7;1;419;1.16
small_obstacles_range3_3d_agents10_2;1;26;0.46
small_obstacles_range3_3d_agents10_6;1;225;0.55
small_obstacles_range3_3d_agents10_13;1;453;0.8
